Date,Open,High,Low,Close,Adj Close,Volume
2021-05-31,233000.000000,243000.000000,230500.000000,241500.000000,236002.640625,6234911
2021-06-07,244500.000000,247500.000000,236000.000000,238500.000000,233070.921875,4942176
2021-06-14,238500.000000,243000.000000,235000.000000,235000.000000,229650.593750,3572032
2021-06-21,234000.000000,249000.000000,232000.000000,243000.000000,237468.484375,4998020
2021-06-28,244000.000000,244500.000000,236000.000000,239000.000000,233559.531250,3717323
2021-07-05,239000.000000,240000.000000,225000.000000,226000.000000,221775.703125,4860249
2021-07-12,229000.000000,232500.000000,228000.000000,230000.000000,225700.937500,2645572
2021-07-19,228000.000000,232000.000000,224000.000000,225500.000000,221285.046875,4065940
2021-07-26,225500.000000,226500.000000,218000.000000,218000.000000,213925.234375,3750722
2021-08-02,218000.000000,225000.000000,217000.000000,222500.000000,218341.125000,2848891
2021-08-09,220500.000000,224000.000000,214000.000000,217000.000000,212943.921875,3297594
2021-08-16,216000.000000,217000.000000,200000.000000,201500.000000,197733.640625,4027238
2021-08-23,203000.000000,212500.000000,201500.000000,208500.000000,204602.796875,2990209
2021-08-30,211000.000000,218500.000000,208000.000000,214500.000000,210490.656250,3439247
2021-09-06,214500.000000,216000.000000,204000.000000,206500.000000,202640.187500,2875354
2021-09-13,206500.000000,211500.000000,204000.000000,209000.000000,205093.453125,2899217
2021-09-20,209000.000000,210500.000000,204500.000000,207000.000000,203130.843750,938946
2021-09-27,205000.000000,206000.000000,192000.000000,193500.000000,189883.171875,4016080
2021-10-04,191000.000000,206500.000000,189000.000000,205000.000000,201168.218750,4029833
2021-10-11,205000.000000,212000.000000,202000.000000,208500.000000,204602.796875,3383525
2021-10-18,208000.000000,212000.000000,205000.000000,207500.000000,203621.500000,2646747
2021-10-25,207500.000000,215000.000000,206000.000000,208000.000000,204112.140625,3340332
2021-11-01,208000.000000,217000.000000,207000.000000,215000.000000,210981.312500,3098466
2021-11-08,214500.000000,217000.000000,203500.000000,208000.000000,204112.140625,2957929
2021-11-15,208000.000000,212500.000000,203000.000000,209500.000000,205584.109375,2999907
2021-11-22,209500.000000,220000.000000,204000.000000,205500.000000,201658.875000,4406716
2021-11-29,199500.000000,208000.000000,194500.000000,206000.000000,202149.531250,4254096
2021-12-06,204500.000000,211000.000000,202500.000000,207500.000000,203621.500000,2726745
2021-12-13,210000.000000,214000.000000,207500.000000,209500.000000,205584.109375,2894928
2021-12-20,209000.000000,216500.000000,204000.000000,215500.000000,211471.953125,2968867
2021-12-27,216500.000000,217000.000000,208500.000000,209000.000000,205093.453125,2651205
2022-01-03,211500.000000,217500.000000,208500.000000,215000.000000,215000.000000,3588434
2022-01-10,214000.000000,215000.000000,208000.000000,209000.000000,209000.000000,2602610
2022-01-17,208500.000000,209000.000000,198500.000000,200000.000000,200000.000000,2795658
2022-01-24,197500.000000,200000.000000,185500.000000,186500.000000,186500.000000,2905846
2022-01-31,186500.000000,195500.000000,186500.000000,190000.000000,190000.000000,1674850
2022-02-07,189500.000000,190000.000000,181000.000000,183000.000000,183000.000000,3111607
2022-02-14,179500.000000,186000.000000,176000.000000,183500.000000,183500.000000,4097554
2022-02-21,183500.000000,183500.000000,171000.000000,174000.000000,174000.000000,2672411
2022-02-28,174000.000000,179000.000000,169500.000000,177500.000000,177500.000000,2628349
2022-03-07,170000.000000,171000.000000,163500.000000,168000.000000,168000.000000,2167723
2022-03-14,166500.000000,171500.000000,163000.000000,171000.000000,171000.000000,1894909
2022-03-21,171000.000000,177500.000000,169000.000000,174000.000000,174000.000000,3392358
2022-03-28,172000.000000,183000.000000,171000.000000,178000.000000,178000.000000,3134440
2022-04-04,177000.000000,182000.000000,174500.000000,176500.000000,176500.000000,2814135
2022-04-11,176000.000000,182000.000000,175500.000000,177000.000000,177000.000000,3224033
2022-04-18,176000.000000,184500.000000,175500.000000,180000.000000,180000.000000,3223657
2022-04-25,177000.000000,191000.000000,176500.000000,186000.000000,186000.000000,6442338
2022-05-02,184000.000000,188000.000000,181000.000000,182500.000000,182500.000000,1882337
2022-05-09,182000.000000,187000.000000,176000.000000,186500.000000,186500.000000,3618326
2022-05-16,188500.000000,189500.000000,181000.000000,186500.000000,186500.000000,2631630
2022-05-23,188500.000000,189000.000000,182000.000000,185500.000000,185500.000000,2113117
2022-05-30,187500.000000,189500.000000,185000.000000,187000.000000,187000.000000,2072990
2022-06-06,187000.000000,187000.000000,180500.000000,184500.000000,184500.000000,2405508
2022-06-13,180000.000000,181500.000000,168000.000000,170000.000000,170000.000000,4715198
2022-06-20,172500.000000,175000.000000,168500.000000,173000.000000,173000.000000,2964817
